,Compound,GT_HalfMetal,GT_InsulatorDirect,GT_InsulatorDirectSpinPolarised,GT_InsulatorIndirect,GT_InsulatorIndirectSpinPolarised,GT_Metal,Fit
16013,Al8Cl24H48N16,0,1,0,0,0,0,3
103849,C24Cu20Na4,0,0,0,1,0,0,3
176230,Hf1Mn1Pt1,0,0,0,0,0,1,5
218710,Mo1Pt1V1,0,0,0,0,0,1,5
55958,Ba3O9Ru3,1,0,0,0,0,0,0
122494,Co2La1Na1,0,0,0,0,0,1,5
215625,Mn1Re1Si1,0,0,0,0,0,1,5
221288,Na1P2Pd1,0,0,0,0,0,1,5
67102,Be1Ge1V2,0,0,0,0,0,1,5
211389,Mg1Re1Si1,0,0,0,0,0,1,5
205883,Li1O3Se1,0,0,0,0,0,1,5
162312,Ga1Os1Rh1,0,0,0,0,0,1,5
114760,Cl2Ge1V1,0,0,0,0,0,1,5
173973,Ge3U1,0,0,0,0,0,1,5
32178,As2Co1Se1,0,0,0,0,0,1,5
190598,In1Ta2Te1,0,0,0,0,0,1,5
215849,Mn1Rh1Zn1,0,0,0,0,0,1,5
65157,Be2Cr1Fe1,0,0,0,0,0,1,5
10243,Ag1Rh1Zr1,0,0,0,0,0,1,5
137828,Cu2Hg1Si1,0,0,0,0,0,1,5
160560,Ga1Mn1Ni1,0,0,0,0,0,1,5
95544,Ca4Fe24In4,0,0,0,0,0,1,5
235184,Pb1Pd1Ti2,0,0,0,0,0,1,5
235180,Pb1Pd1Ti1,0,0,0,0,0,1,3
44391,Au1La1Zn2,0,0,0,0,0,1,5
108524,Cd1Ni1Os1,0,0,0,0,0,1,5
31434,As1Cd1Si1,0,0,0,0,0,1,5
183189,Hg1Pt2Sc1,0,0,0,0,0,1,5
92239,Br1Ru1Si1,0,0,0,0,0,1,5
151146,Fe2Na1Si1,0,0,0,0,0,1,5
87525,Br1Co2Sb1,0,0,0,0,0,1,5
227338,Ni1Pd2Y1,0,0,0,0,0,1,5
84331,B1Na2Ni1,0,0,0,0,0,1,5
19114,Al1Fe1Ti1,0,0,0,0,0,1,5
71377,Be2Re1Sr1,0,0,0,0,0,1,5
170248,Ge1Ni2Os1,0,0,0,0,0,1,5
122335,Co1K1Se1,0,0,0,0,0,1,5
99306,Ca6Mn2Ni2O12,0,0,0,1,0,0,3
156792,F1O3Pt1,0,0,0,0,0,1,5
119085,Co1Cu1Fe2,0,0,0,0,0,1,5
127815,Cr2Cu1Pt1,0,0,0,0,0,1,5
241930,P4W4,0,0,0,0,0,1,5
124334,Co2Ni1Pt1,0,0,0,0,0,1,5
218251,Mo1Pb1Tl1,0,0,0,0,0,1,5
100605,Ca2O6Si2,0,1,0,0,0,0,1
148788,Fe4H6O18P6,0,0,1,0,0,0,4
53244,Ba1In2Si1,0,0,0,0,0,1,5
234034,O20Te4U4,0,0,0,1,0,0,3
32597,As1Cu1Mn2,0,0,0,0,0,1,5
109700,Cd2Pt1Se1,0,0,0,0,0,1,5
13758,Al1Bi1Sr1,0,0,0,0,0,1,5
149982,Fe2Li2O12Si4,0,0,0,0,1,0,3
11422,Al1As1Mg2,0,0,0,0,0,1,5
136496,Cu2Ga2Se4,0,1,0,0,0,0,1
58566,Ba2Ta1Tl1,0,0,0,0,0,1,5
84659,B1Nb1Sn2,0,0,0,0,0,1,5
223351,Nb1Ni1Pd1,0,0,0,0,0,1,5
201598,La2O8Ta2,0,0,0,1,0,0,3
160443,Ga2Mg1Tc1,0,0,0,0,0,1,5
234767,O1Zn1,0,0,0,0,0,1,5
218775,Mo16P4Y4,0,0,0,0,0,1,5
163830,Ga1Rh1V2,0,0,0,0,0,1,5
136168,Cu1F3Sb1,0,0,0,0,0,1,5
220454,Na4O16P4V2,0,1,0,0,0,0,1
142057,Cu2O8Rh4,0,0,0,0,0,1,3
5874,Ag1Ge2K1,0,0,0,0,0,1,5
196578,K2Os1Tc1,0,0,0,0,0,1,5
112812,Cl1Co1Cu1,0,0,0,0,0,1,5
32107,As1Co1Pd2,0,0,0,0,0,1,5
51180,Ba1Fe1Tc1,0,0,0,0,0,1,5
196048,K1Nb2Zr1,0,0,0,0,0,1,5
218440,Mo1P1Sc1,0,0,0,0,0,1,5
13678,Al1B2Ir1,0,0,0,0,0,1,5
195595,K1Na2Pb1,0,0,0,0,0,1,5
175799,Hf2Li1Se1,0,0,0,0,0,1,5
90650,Br1Li1Se2,0,0,0,0,0,1,5
93478,B1Te2W1,0,0,0,0,0,1,5
238296,P1Pb2Si1,0,0,0,0,0,1,5
218707,Mo1Pt2Tl1,0,0,0,0,0,1,5
224387,Nb1P2Re1,0,0,0,0,0,1,5
109656,Cd2Pt1Re1,0,0,0,0,0,1,5
201615,La4O12Ti3,0,1,0,0,0,0,1
157446,Ga1Ge1H1Sr1,0,1,0,0,0,0,3
130905,Cr1Li1Sb1,0,0,0,0,0,1,5
230058,N16O8Si16,0,1,0,0,0,0,1
16069,Al4Cl16Li4,0,0,0,1,0,0,3
86397,B1Pt1V1,0,0,0,0,0,1,5
41494,Au1C1O3,0,0,0,0,0,1,5
235539,Pb1Re1Te1,0,0,0,0,0,1,5
75462,Bi1Cl2Ge1,0,0,0,0,0,1,5
63796,Be1Ca1Ga1,0,0,0,0,0,1,5
23186,Al1Mg1Pd2,0,0,0,0,0,1,5
35185,As1Ir2Rh1,0,0,0,0,0,1,5
55301,Ba1Na2Sn1,0,0,0,0,0,1,5
150344,Fe2Mg1Ta1,0,0,0,0,0,1,5
68201,Be1Ir1Y1,0,0,0,0,0,1,5
213010,Mn4,0,0,0,0,0,1,5
195921,K2Nb1Sc1,0,0,0,0,0,1,5
249221,Ta1Zn2Zr1,0,0,0,0,0,1,5
54629,Ba1Mg2Tl1,0,0,0,0,0,1,5
223355,Nb1Ni2Pd1,0,0,0,0,0,1,5
109456,Cd4P56Pb4,0,0,0,1,0,0,3
96321,Ca1Ga1V2,0,0,0,0,0,1,5
154277,Fe24Sc4W4,0,0,0,0,0,1,5
15179,Al1Ca1Ru2,0,0,0,0,0,1,5
3503,Ag1Ca1W2,0,0,0,0,0,1,5
22626,Al2Li1Mg1,0,0,0,0,0,1,5
209862,Mg1Ni2Sn1,0,0,0,0,0,1,5
36925,As1Nb1Ru1,0,0,0,0,0,1,5
118746,C16N16S8,0,1,0,0,0,0,1
38074,As2Pt2Sr2,0,0,0,0,0,1,5
164474,Ga1Se1Y1,0,0,0,0,0,1,5
141958,Cu8O6,0,0,1,0,0,0,5
111175,Ce4Ga24Pd2,0,0,0,0,0,1,5
248673,Sr1Te2Zn1,0,0,0,0,0,1,5
200522,La1Na2Nb1,0,0,0,0,0,1,5
38323,As1Rh2Se1,0,0,0,0,0,1,5
181562,Hg1Mg1Ta1,0,0,0,0,0,1,5
191248,Ir1K1W1,0,0,0,0,0,1,5
247554,Si6Ta10,0,0,0,0,0,1,5
174372,Hf2Hg1Sc1,0,0,0,0,0,1,5
16825,Al4Co24Re4,0,0,0,0,0,1,5
8655,Ag1Nb1Si2,0,0,0,0,0,1,5
84323,B1Na2Nb1,0,0,0,0,0,1,5
99923,Ca1Na1Te2,0,0,0,0,0,1,5
40716,Au1Ca1Ir2,0,0,0,0,0,1,5
224458,Nb3P1Se4,0,0,0,0,0,1,5
64474,Be2Cl1Nb1,0,0,0,0,0,1,5
163426,Ga2Pt1Zr1,0,0,0,0,0,1,5
196422,K4O14S4,0,0,0,1,0,0,3
173419,Ge1Sn1Zr1,0,0,0,0,0,1,5
140365,Cu1Mg1Zn2,0,0,0,0,0,1,5
1730,Ag1Ba1P1,0,1,0,0,0,0,3
235186,Pb1Pd2Ti1,0,0,0,0,0,1,5
222959,Na2Ta1Zr1,0,0,0,0,0,1,5
73638,B1Ge2Na1,0,0,0,0,0,1,5
124012,Co2Nb1Ni1,0,0,0,0,0,1,5
108412,Cd1Nb2Pb1,0,0,0,0,0,1,5
210194,Mg1Os1P1,0,0,0,0,0,1,5
158823,Ga1In1Ti1,0,0,0,0,0,1,5
168388,Ge1Li1Ta1,0,0,0,0,0,1,5
158428,Ga1Hg1Tc1,0,0,0,0,0,1,5
161867,Ga1Ni1Si1,0,0,0,0,0,1,5
112486,C4H24N16O4,0,0,0,1,0,0,3
205556,Li1Ni1Rh2,0,0,0,0,0,1,5
113259,Cl1Cu1,0,1,0,0,0,0,5
107697,Cd1Mg1P1,0,0,0,0,0,1,5
65685,Be1Cu1Os2,0,0,0,0,0,1,5
197583,K1Pt1Zr2,0,0,0,0,0,1,5
80194,Bi1Nb1Si1,0,0,0,0,0,1,5
30455,As2Br1Cl1,0,0,0,0,0,1,5
25573,Al1Os1P2,0,0,0,0,0,1,5
83978,B4Mo4,0,0,0,0,0,1,5
126204,Co2Sb1Te1,0,0,0,0,0,1,5
30450,As1Br1Cl2,0,0,0,0,0,1,5
219222,Mo2S4,0,0,0,1,0,0,3
161057,Ga2Mo1Ta1,0,0,0,0,0,1,5
243861,Rh1Si2V1,0,0,0,0,0,1,5
53758,Ba1K1Tc1,0,0,0,0,0,1,5
11933,Al2Au1K1,0,0,0,0,0,1,5
81970,Bi1Sb1Si1,0,0,0,0,0,1,5
225855,Nb1Sn2V1,0,0,0,0,0,1,5
157487,Ga1Ge1Li1,0,0,0,0,0,1,5
28004,Al1Se1Y1,0,0,0,0,0,1,5
173099,Ge1Se2Si1,0,0,0,0,0,1,5
146176,Dy8S16Sr4,0,0,0,1,0,0,3
238032,Pm2,0,0,0,0,0,1,5
153665,Fe1Rh1Tc1,0,0,0,0,0,1,5
4037,Ag1Cl1Rh2,0,0,0,0,0,1,5
240683,P1Sr2Tl1,0,0,0,0,0,1,5
85155,B1Os1Tl2,0,0,0,0,0,1,5
2679,Ag1Br1Ca1,0,1,0,0,0,0,5
181018,Hg2K1Tl1,0,0,0,0,0,1,5
110977,Ce1Co2P2,0,0,0,0,0,1,5
195530,K4Na8,0,0,0,0,0,1,5
47230,Ba1Bi1Ga1,0,0,0,0,0,1,5
227071,Ni2Pb6Tb10,0,0,0,0,0,1,5
78545,Bi1Ir1Pd1,0,0,0,0,0,1,5
93845,Ca2Cd1Ge1,0,1,0,0,0,0,5
4672,Ag1Cu1Hf1,0,0,0,0,0,1,5
174957,Hf1Ir1Pd2,0,0,0,0,0,1,5
106677,Cd1In1Re1,0,0,0,0,0,1,5
108257,Cd2Na1Rh1,0,0,0,0,0,1,5
171047,Ge6O24Zn12,0,1,0,0,0,0,1
205634,Li1Ni1Te2,0,0,0,0,0,1,5
43914,Au2Ir1W1,0,0,0,0,0,1,5
237284,Pd1Re1Ru1,0,0,0,0,0,1,5
100236,Ca1Ni1Sc1,0,0,0,0,0,1,5
49261,Ba1Cl1Re1,1,0,0,0,0,0,0
232485,O4Sn2,0,0,0,0,0,1,5
151099,Fe1Na2Rh1,0,0,0,0,0,1,5
212275,Mg2Si1Te1,0,0,0,0,0,1,5
121531,Co2Hg1Mo1,0,0,0,0,0,1,5
123170,Co1Mg1W2,0,0,0,0,0,1,5
193110,Ir1Re2Rh1,0,0,0,0,0,1,5
36278,As1Mg2Ti1,0,0,0,0,0,1,5
246069,Sc1Te1Ti1,0,0,0,0,0,1,5
142078,Cu4O16S4,0,0,0,0,1,0,4
133877,Cr1Sb2Si1,0,0,0,0,0,1,5
178569,Hf1Pt1V2,0,0,0,0,0,1,5
201906,La2Pd1Rh1,0,0,0,0,0,1,5
116527,Cl1Mn1Pd1,0,0,0,0,0,1,5
72685,Be1W1Zn1,0,0,0,0,0,1,5
243051,Re1Sn2W1,0,0,0,0,0,1,5
182752,Hg2Pb1Sr1,0,0,0,0,0,1,5
105508,Cd2Ga1V1,0,0,0,0,0,1,5
114886,Cl1Hf1Pb1,0,0,0,0,0,1,5
46629,B12,0,0,0,1,0,0,5
197861,K1Rh1Sc1,0,0,0,0,0,1,5
223668,Nb1O3Rh1,1,0,0,0,0,0,5
202548,La1Pt2Ta1,0,0,0,0,0,1,5
223593,Nb2Ni1Zn1,0,0,0,0,0,1,5
221233,Na2Pd1V1,0,0,0,0,0,1,5
37332,As1Os1Se2,0,0,0,0,0,1,5
104823,Cd1Cu1Te1,0,0,0,0,0,1,5
119927,Co1Ga2Hf1,0,0,0,0,0,1,5
185290,Ho2Ni2Si4,0,0,0,0,0,1,5
61876,B2Cl1Zn1,0,0,0,0,0,1,5
230302,O12Os4Rb2,0,0,0,0,0,1,5
246565,Se1Sr1Tc1,0,0,0,0,0,1,5
42678,Au1Ga2Ni1,0,0,0,0,0,1,5
68112,Be1Ir1Si1,0,0,0,0,0,1,5
216241,Mn2Sc1Si1,0,0,0,0,0,1,5
142294,Cu1Os1Tc1,0,0,0,0,0,1,5
138475,Cu1In1Tc1,0,0,0,0,0,1,5
49797,Ba1Co2Zn1,0,0,0,0,0,1,5
22889,Al2Li1Ta1,0,0,0,0,0,1,5
70247,Be1Ni1W2,0,0,0,0,0,1,5
169626,Ge4Na4Nb4O20,0,1,0,0,0,0,1
56201,Ba2Os1Si1,0,0,0,0,0,1,5
208387,Li1Te1V1,0,0,0,0,0,1,5
202502,La1Pt2Se1,0,0,0,0,0,1,5
6665,Ag1Hg1Sc2,0,0,0,0,0,1,5
169712,Ge1Na1Re1,0,0,0,0,0,1,5
216590,Mn2Si2Y2,0,0,0,0,0,1,5
233854,Os1V1Zn2,0,0,0,0,0,1,5
193690,Ir2Si1Tl1,0,0,0,0,0,1,5
152569,Fe1Pb2Zr1,0,0,0,0,0,1,5
224087,Nb1Pb1Te1,0,0,0,0,0,1,5
42115,Au1Cu1Sn2,0,0,0,0,0,1,5
228306,Ni3S3,0,0,0,0,0,1,5
41178,Au2Cl1La1,0,0,0,0,0,1,5
197011,K1Pd1Tc2,0,0,0,0,0,1,5
80734,Bi1Os1Ru1,0,0,0,0,0,1,5
10741,Ag1Si1Tl1,0,0,0,0,0,1,5
31215,As1Ca2Zn1,0,0,0,0,0,1,5
157353,F3Y1Zn1,0,0,0,0,0,1,5
215052,Mn1P2Se1,0,0,0,0,0,1,5
29132,As1Au2La1,0,0,0,0,0,1,5
213004,Mn29,0,0,0,0,0,1,5
53190,Ba1In1Rh2,0,0,0,0,0,1,5
207792,Li1Sc2Tl1,0,0,0,0,0,1,5
242714,Re1Sc1W2,0,0,0,0,0,1,5
223127,Na2Tl2,0,0,0,0,0,1,5
160788,Ga1Mn1Te2,0,0,0,0,0,1,5
177116,Hf1Ni1Os1,0,0,0,0,0,1,5
171535,Ge1P1Pt2,0,0,0,0,0,1,5
143515,Cu2P1Zn1,0,0,0,0,0,1,5
197901,K1Rh2Sr1,0,0,0,0,0,1,5
105034,Cd1Fe1Re2,0,0,0,0,0,1,5
193075,Ir2Pt1Se1,0,0,0,0,0,1,5
40155,Au2Br1Cd1,0,0,0,0,0,1,5
101307,Ca1Pd1Tc1,0,0,0,0,0,1,5
209952,Mg2Ni1W1,0,0,0,0,0,1,5
212599,Mg1Ta1Y1,0,0,0,0,0,1,5
203120,La1Ru2Te1,0,0,0,0,0,1,5
23308,Al1Mg1Tc1,0,0,0,1,0,0,5
112069,C16F24H8O12,0,0,0,1,0,0,3
177393,Hf2Ni1Ti1,0,0,0,0,0,1,5
124186,Co8Nb8Si14,0,0,0,0,0,1,5
16754,Al8Co12O48Si12,0,0,0,1,0,0,1
106474,Cd1Hg2W1,0,0,0,0,0,1,5
78686,Bi4K8O32P4W4,0,0,0,1,0,0,1
197262,K1P2Se1,0,0,0,0,0,1,5
59661,B2Be1Pt1,0,0,0,0,0,1,5
145859,Dy3In3Pd3,0,0,0,0,0,1,5
98085,Ca1Ir1Re1,0,0,0,0,0,1,5
74983,Bi2Ca1Cd1,0,0,0,0,0,1,5
95345,Ca2Cu1Sc1,0,0,0,0,0,1,5
46144,Au1Sc1Si1,0,0,0,1,0,0,5
201393,La1Os1P1,0,0,0,0,0,1,5
62661,B1Cu1O3,0,0,0,0,0,1,5
49771,Ba2Co1Te1,0,0,0,0,0,1,5
75343,Bi1Cd2Sb1,0,0,0,0,0,1,5
53755,Ba2K1Sr1,0,0,0,0,0,1,5
229548,Ni8Sn4Zr8,0,0,0,0,0,1,5
168866,Ge1Mn2,0,0,0,1,0,0,5
162805,Ga1Pd1Si1,0,0,0,0,0,1,5
246318,Se1Si1Ti2,0,0,0,0,0,1,5
230421,O8Pb4,0,0,0,0,0,1,5
87699,Br2Cr2S2,0,1,0,0,0,0,1
234565,O8V4,0,0,0,1,0,0,3
65403,Be1Cr2Si1,0,0,0,0,0,1,5
151267,Fe2Nb1Pd1,0,0,0,0,0,1,5
154558,Fe10Si6,0,0,0,0,0,1,5
244434,Ru1Se1Zn2,0,0,0,0,0,1,5
185493,H4O8S2,0,0,0,1,0,0,3
138701,Cu2Ir1Os1,0,0,0,0,0,1,5
110471,Cd1Se1Zr1,0,0,0,0,0,1,5
90685,Br1Li1Te1,0,0,0,0,0,1,5
100737,Ca12O36Si8Zr4,0,1,0,0,0,0,3
169462,Ge1Mo1Sb2,0,0,0,0,0,1,5
229175,Ni7Si6V16,0,0,0,0,0,1,5
168888,Ge4Mn4N8,0,1,0,0,0,0,1
117442,Cl8O8U4,0,1,0,0,0,0,1
165610,Gd8O24W4,0,1,0,0,0,0,3
112041,C4F4H28N12O12P4,0,0,0,1,0,0,3
145186,Cu1Tc2Te1,0,0,0,0,0,1,5
211019,Mg2P1Se1,0,0,0,0,0,1,5
21722,Al1Ir1Ta1,0,0,0,0,0,1,5
155022,Fe1Sn1Y1,0,0,0,0,0,1,5
168423,Ge1Li2Ti1,0,0,0,0,0,1,5
33960,As1Ge1Ni1,0,0,0,0,0,1,5
102392,Ca1Sc2Tc1,0,0,0,0,0,1,5
97762,Ca1In2Ru1,0,0,0,0,0,1,5
219986,Na1Nb1Rh1,0,0,0,0,0,1,5
92500,Br1Si1Tc2,0,0,0,0,0,1,5
38702,As2Sb1Si1,0,0,0,0,0,1,5
123349,Co2Mn1Se1,0,0,0,0,0,1,5
46516,Au1Ta2W1,0,0,0,0,0,1,5
201986,La2Pd1Sr1,0,0,0,0,0,1,5
145863,Dy2In16Pt7,0,0,0,0,0,1,5
250347,Zn2,0,0,0,0,0,1,5
177781,Hf1O3Ta1,0,0,0,0,0,1,5
39477,Au1Ba1Na1,0,0,0,0,0,1,5
113430,Cl1Cu2Mo1,0,0,0,0,0,1,5
133330,Cr1Pt1Sc2,0,0,0,0,0,1,5
66952,Be1Ge1Pd1,0,0,0,0,0,1,5
246411,Se4Sn4,0,0,0,1,0,0,3
144096,Cu1Sb2Sn1,0,0,0,0,0,1,5
237714,Pd8Si4Tb4,0,0,0,0,0,1,5
124883,Co4P12,0,0,0,0,0,1,5
79883,Bi2Mo1V1,0,0,0,0,0,1,5
127350,Co2Te1Zn1,0,0,0,0,0,1,5
10753,Ag1Si2V1,0,0,0,0,0,1,5
170016,Ge1Nb2Ru1,0,0,0,0,0,1,5
158824,Ga1In1Ti1,0,0,0,0,0,1,5
95635,Ca12Fe8O48Si12,0,0,1,0,0,0,2
10346,Ag1Sb1Sn1,0,0,0,0,0,1,5
24900,Al2Ni4Sc2,0,0,0,0,0,1,5
62801,B2Cu1Rh1,0,0,0,0,0,1,5
94592,Ca1Co2P2,0,0,0,0,0,1,5
45663,Au2Pb1Si1,0,0,0,0,0,1,5
208623,Lu4O14V4,0,0,0,1,0,0,3
50281,Ba1Cu1Mn1,0,0,0,0,0,1,5
49908,Ba2Cr1Ni1,0,0,0,0,0,1,5
127776,Cr2Cu2O6S2Sr4,0,1,0,0,0,0,1
90691,Br2Li1Te1,0,0,0,0,0,1,5
88836,Br1Ga1Sn2,0,0,0,0,0,1,5
229122,Ni8Si14Ti8,0,0,0,0,0,1,5
44722,Au1Mg1Sn1,0,0,0,0,0,1,5
35966,As1Li2Pt1,0,0,0,0,0,1,5
16956,Al1Co1Ti2,1,0,0,0,0,0,0
86797,Br1Ca1Te1,0,0,0,0,0,1,5
73232,B1Ga1Na1,0,0,0,0,0,1,5
161931,Ga1Ni2Tc1,0,0,0,0,0,1,5
65788,Be1Cu2Si1,0,0,0,0,0,1,5
153363,Fe1P2Zr6,0,0,0,0,0,1,5
164425,Ga1Se1Ti1,0,0,0,0,0,1,5
244280,Ru1Sc1Sn1,0,0,0,0,0,1,5
187108,In1Mg2Sn1,0,0,0,0,0,1,5
163249,Ga1Pt1Rh1,0,1,0,0,0,0,5
176444,Hf1Mo1Ni1,0,0,0,0,0,1,5
250063,V1Zn2Zr1,0,0,0,0,0,1,5
43612,Au2Hg1Pb1,0,0,0,0,0,1,5
163463,Ga1P1Y2,0,0,0,0,0,1,5
146653,Er2O8P2,0,1,0,0,0,0,1
197911,K1Rh2Ta1,0,0,0,0,0,1,5
185837,I4Nb4Se4,1,0,0,0,0,0,3
43832,Au2In1Se1,0,0,0,0,0,1,5
95281,Ca1Cu1Pd2,0,0,0,0,0,1,5
170243,Ge1Ni1Os1,0,0,0,0,0,1,5
79690,Bi1Mo2Ni1,0,0,0,0,0,1,5
31478,As12Ce1Os4,0,0,0,0,0,1,5
120939,Co1Ge1Ta2,0,0,0,0,0,1,5
6325,Ag1Hf1Re1,0,0,0,0,0,1,5
13382,Al2B1Hg1,0,0,0,0,0,1,5
66700,Be1Ga2Sr1,0,0,0,0,0,1,5
15423,Al1Cd1Hf1,0,0,0,0,0,1,5
72300,Be2Sn1W1,0,0,0,0,0,1,5
8801,Ag1Ni1Sn1,0,0,0,0,0,1,5
102750,Ca2Sn1Tc1,0,0,0,0,0,1,5
220427,Na8O24P6Sc4,0,0,0,0,0,1,1
3027,Ag1Br2Sn1,0,0,0,0,0,1,5
119594,Co1Er6Te2,0,0,0,0,0,1,5
215039,Mn3P3Sc3,0,0,0,0,0,1,5
30716,As1Br1Re1,0,0,0,0,0,1,5
50070,Ba2Cs1Nb3O10,0,0,0,1,0,0,1
52007,Ba1Ge2Na1,0,0,0,0,0,1,5
174914,Hf1Ir1Ni1,0,0,0,0,0,1,5
38761,As1Sc1Te2,0,0,0,0,0,1,5
177802,Hf12P8,0,0,0,0,0,1,5
25922,Al1Pb1Pt1,0,0,0,0,0,1,5
103320,C4Ca4O12,0,0,0,1,0,0,3
13125,Al4Be6O36Si12,0,0,0,1,0,0,3
241762,Pt1Ti1Zn1,0,0,0,0,0,1,5
38063,As12Pt8Sr2,0,0,0,1,0,0,3
43087,Au1Ge1P1,0,0,0,0,0,1,5
167528,Ge1K1Re1,0,1,0,0,0,0,5
29253,As1Au1Re2,0,0,0,0,0,1,5
115023,Cl1Hf2V1,0,0,0,0,0,1,5
86431,B1Pt1Zn2,0,0,0,0,0,1,5
87135,Br1Cl1Li2,0,0,0,1,0,0,3
41209,Au1Cl1Mn2,0,0,0,0,0,1,5
133676,Cr1Rh1Ta2,0,0,0,0,0,1,5
184352,H8Hg4O20Se4,0,1,0,0,0,0,1
227127,Ni1Pb1Y1,0,0,0,0,0,1,5
148827,Fe24In4Ir4,0,0,0,0,0,1,5
248979,Ta1Tc2Zn1,0,0,0,0,0,1,5
93019,B2Sb1W1,0,0,0,0,0,1,5
216362,Mn1Se2Tc1,0,0,0,0,0,1,5
179416,Hf1Sc1Y1,0,0,0,0,0,1,5
194140,K2La2O24P8,0,0,0,1,0,0,1
227733,Ni1Pt1Rh1,0,0,0,0,0,1,5
114367,Cl1Ga1Te1,0,0,0,0,0,1,5
22979,Al3Lu1,0,0,0,0,0,1,5
72840,B14Fe2P2,0,0,0,0,0,1,5
7879,Ag1Mg1Pd1,0,0,0,0,0,1,5
233062,Os1Rh1Se2,0,0,0,0,0,1,5
24779,Al3Ni3P3,0,0,0,0,0,1,5
112684,C1I1O3,0,0,0,0,0,1,5
218160,Mo1Pb1Sb2,0,0,0,0,0,1,5
171265,Ge1Pd1Re1,0,0,0,0,0,1,5
201776,La1Pb2Sr1,0,0,0,0,0,1,5
113910,Cl2Fe1Pt1,0,0,0,0,0,1,5
4936,Ag1Cu1Sr2,0,0,0,0,0,1,5
226327,Nd1Os1Si3,0,0,0,0,0,1,5
134447,Cr1Ta1Tc2,0,0,0,0,0,1,5
110546,Cd1Si1V2,0,0,0,0,0,1,5
197899,K1Rh1Sr2,0,0,0,0,0,1,5
244602,Ru1Si1Zn1,0,0,0,0,0,1,5
146918,Eu4Ge4Na4O16,0,0,0,1,0,0,1
156755,F3O1Os1,0,0,0,0,0,1,5
125208,Co2P1Pb1,0,0,0,0,0,1,5
103115,Ca1W2Zn1,0,0,0,0,0,1,5
63425,Be1Br1K1,0,1,0,0,0,0,3
125704,Co16P4Y4,0,0,0,0,0,1,5
148524,Fe1Hf2Tc1,0,0,0,0,0,1,5
97487,Ca1H2O2,0,1,0,0,0,0,1
21103,Al4H4O8,0,1,0,0,0,0,1
13458,Al1Bi2Cu1,0,0,0,0,0,1,5
78035,Bi1Hf1Ni1,0,0,0,0,0,1,5
201450,La1Os1Ru2,0,0,0,0,0,1,5
186539,In1La1Os2,0,0,0,0,0,1,5
26891,Al1Pt1Te1,0,0,0,0,0,1,5
182413,Hg2O6Sn2,0,0,0,0,0,1,1
241068,Pt1Rh2Se1,0,0,0,0,0,1,5
86976,Br1Cd1Te1,0,0,0,0,0,1,5
226169,Nb2V1Zn1,0,0,0,0,0,1,5
118901,Co1Cr2Ni1,0,0,0,0,0,1,5
224350,Nb1P1Pb2,0,0,0,0,0,1,5
102075,Ca1Rh1Ti1,0,0,0,0,0,1,5
34500,As16Hg4I8S16,0,1,0,0,0,0,1
75188,Bi2Ca1W1,0,0,0,0,0,1,5
208301,Li1Tc1Ti1,0,0,0,0,0,1,5
31882,As2Cl1Tc1,0,0,0,0,0,1,5
114163,Cl1Ga2Mo1,0,0,0,0,0,1,5
227185,Ni2Pd1Rh1,0,0,0,0,0,1,5
204974,Li3N1,0,1,0,0,0,0,1
47783,Ba1Br1Li1,0,0,0,1,0,0,5
15422,Al2Cd1Ge1,0,0,0,0,0,1,5
236129,Pb1Sc1Sn1,0,0,0,0,0,1,5
45358,Au1Ni1O3,0,0,0,0,0,1,5
224825,Nb2Re1Rh1,0,0,0,0,0,1,5
90515,Br16La8S16Sb8,0,0,0,1,0,0,3
203130,La2Ru1Ti1,0,0,0,0,0,1,5
204140,La1V1W1,0,0,0,0,0,1,5
165423,Gd1In1Pd2,0,0,0,0,0,1,5
165755,Ge4,0,0,0,0,0,1,5
108212,Cd1Na1Pb1,0,0,0,0,0,1,5
98201,Ca1Ir2Te1,0,0,0,0,0,1,5
25177,Al1Ni1Zn1,0,0,0,0,0,1,5
184094,Hg1Sn2Te1,0,0,0,0,0,1,5
205849,Li8O12Ru4,1,0,0,0,0,0,3
188148,In1Ni1Sr2,0,0,0,0,0,1,5
55782,Ba2Ni1Tl1,0,0,0,0,0,1,5
230202,N8Si6,0,1,0,0,0,0,1
71413,Be2Re1Ti1,0,0,0,0,0,1,5
249809,Tl1Y1Zn1,0,0,0,1,0,0,5
159218,Ga1K1La1,0,0,0,0,0,1,5
172033,Ge1Pt1Ti1,0,0,0,1,0,0,5
224255,Nb1Pd1Ta1,0,0,0,0,0,1,5
94057,Ca2Cd1Ru1,0,0,0,0,0,1,5
100860,Ca4O24Ta8,0,0,0,1,0,0,0
2479,Ag2Bi1Se1,0,0,0,0,0,1,5
238123,P1Pb2Re1,0,0,0,0,0,1,5
184457,H4K2N4O10Pd1,1,0,0,0,0,0,3
29548,As1Ba1Hg1,0,0,0,0,0,1,5
29718,As2Ba1Sc1,0,0,0,0,0,1,5
132385,Cr1Os1Pd1,0,0,0,0,0,1,5
234647,O8W4,0,0,0,0,0,1,5
41088,Au1Cl1Cu2,0,0,0,0,0,1,5
245689,Sc2Si2Sm2,0,0,0,0,0,1,5
151041,Fe1Na1P1,0,0,0,0,0,1,5
189235,In2P2Ti4,0,0,0,0,0,1,5
141927,Cu2O2,0,0,0,0,0,1,5
